"mediaID"	"materialEntityID"	"mediaSubjectCategory"
"P154.1AS_01L07S_04S"	"P154.1AS"	"part of insect bulk sample"
"P154.1AS_01L07S_05S"	"P154.1AS"	"part of insect bulk sample"
"P154.1AS_01L07S_06S"	"P154.1AS"	"part of insect bulk sample"
"P154.1AS_01L07S_07S"	"P154.1AS"	"part of insect bulk sample"
"P154.1BL_01L07S_01L"	"P154.1BL"	"part of insect bulk sample"
"P154.1BS_01L07S_01S"	"P154.1BS"	"part of insect bulk sample"
"P154.1BS_01L07S_02S"	"P154.1BS"	"part of insect bulk sample"
"P154.1BS_01L07S_03S"	"P154.1BS"	"part of insect bulk sample"
"P154.1BS_01L07S_04S"	"P154.1BS"	"part of insect bulk sample"
"P154.1BS_01L07S_05S"	"P154.1BS"	"part of insect bulk sample"
"P154.1BS_01L07S_06S"	"P154.1BS"	"part of insect bulk sample"
"P154.1BS_01L07S_07S"	"P154.1BS"	"part of insect bulk sample"
"P155.2BL_01L15S_01L"	"P155.2BL"	"part of insect bulk sample"
"P155.2BS_01L15S_01S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_02S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_03S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_04S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_05S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_06S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_07S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_08S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_09S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_10S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_11S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_12S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_13S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_14S"	"P155.2BS"	"part of insect bulk sample"
"P155.2BS_01L15S_15S"	"P155.2BS"	"part of insect bulk sample"
"P159.2AS_00L08S_01S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_02S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_03S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_04S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_05S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_06S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_07S"	"P159.2AS"	"part of insect bulk sample"
"P159.2AS_00L08S_08S"	"P159.2AS"	"part of insect bulk sample"
"P159.2BL_01L07S_01L"	"P159.2BL"	"part of insect bulk sample"
"P159.2BS_01L07S_01S"	"P159.2BS"	"part of insect bulk sample"
"P159.2BS_01L07S_02S"	"P159.2BS"	"part of insect bulk sample"
"P159.2BS_01L07S_03S"	"P159.2BS"	"part of insect bulk sample"
"P159.2BS_01L07S_04S"	"P159.2BS"	"part of insect bulk sample"
"P159.2BS_01L07S_05S"	"P159.2BS"	"part of insect bulk sample"
"P159.2BS_01L07S_06S"	"P159.2BS"	"part of insect bulk sample"
"P159.2BS_01L07S_07S"	"P159.2BS"	"part of insect bulk sample"
"P161.2AL_01L07S_01L"	"P161.2AL"	"part of insect bulk sample"
"P161.2AS_01L07S_01S"	"P161.2AS"	"part of insect bulk sample"
"P161.2AS_01L07S_02S"	"P161.2AS"	"part of insect bulk sample"
"P161.2AS_01L07S_03S"	"P161.2AS"	"part of insect bulk sample"
"P161.2AS_01L07S_04S"	"P161.2AS"	"part of insect bulk sample"
"P161.2AS_01L07S_05S"	"P161.2AS"	"part of insect bulk sample"
"P161.2AS_01L07S_06S"	"P161.2AS"	"part of insect bulk sample"
"P161.2AS_01L07S_07S"	"P161.2AS"	"part of insect bulk sample"
"P161.2BS_00L20S_01S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_02S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_03S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_04S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_05S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_06S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_07S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_08S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_09S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_10S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_11S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_12S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_13S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_14S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_15S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_16S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_17S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_18S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_19S"	"P161.2BS"	"part of insect bulk sample"
"P161.2BS_00L20S_20S"	"P161.2BS"	"part of insect bulk sample"
"P164.1AL_01L11S_01L"	"P164.1AL"	"part of insect bulk sample"
"P164.1AS_01L11S_01S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_02S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_03S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_04S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_05S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_06S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_07S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_08S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_09S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_10S"	"P164.1AS"	"part of insect bulk sample"
"P164.1AS_01L11S_11S"	"P164.1AS"	"part of insect bulk sample"
"P164.1BL_01L35S_01L"	"P164.1BL"	"part of insect bulk sample"
"P164.1BS_01L35S_01S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_02S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_03S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_04S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_05S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_06S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_07S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_08S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_09S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_10S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_11S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_12S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_13S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_14S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_15S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_16S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_17S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_18S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_19S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_20S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_21S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_22S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_23S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_24S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_25S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_26S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_27S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_28S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_29S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_30S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_31S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_32S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_33S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_34S"	"P164.1BS"	"part of insect bulk sample"
"P164.1BS_01L35S_35S"	"P164.1BS"	"part of insect bulk sample"
"P168.1AL_02L14S_01L"	"P168.1AL"	"part of insect bulk sample"
"P168.1AL_02L14S_02L"	"P168.1AL"	"part of insect bulk sample"
"P168.1AS_02L14S_01S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_02S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_03S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_04S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_05S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_06S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_07S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_08S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_09S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_10S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_11S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_12S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_13S"	"P168.1AS"	"part of insect bulk sample"
"P168.1AS_02L14S_14S"	"P168.1AS"	"part of insect bulk sample"
"P168.1BS_00L16S_01S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_02S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_03S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_04S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_05S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_06S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_07S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_08S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_09S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_10S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_11S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_12S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_13S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_14S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_15S"	"P168.1BS"	"part of insect bulk sample"
"P168.1BS_00L16S_16S"	"P168.1BS"	"part of insect bulk sample"
"P171.2AL_01L03S_01L"	"P171.2AL"	"part of insect bulk sample"
"P171.2AS_01L03S_01S"	"P171.2AS"	"part of insect bulk sample"
"P171.2AS_01L03S_02S"	"P171.2AS"	"part of insect bulk sample"
"P171.2AS_01L03S_03S"	"P171.2AS"	"part of insect bulk sample"
"P171.2BS_00L04S_01S"	"P171.2BS"	"part of insect bulk sample"
"P171.2BS_00L04S_02S"	"P171.2BS"	"part of insect bulk sample"
"P171.2BS_00L04S_03S"	"P171.2BS"	"part of insect bulk sample"
"P171.2BS_00L04S_04S"	"P171.2BS"	"part of insect bulk sample"
"P172.2AL_01L07S_01L"	"P172.2AL"	"part of insect bulk sample"
"P172.2AS_01L07S_01S"	"P172.2AS"	"part of insect bulk sample"
"P172.2AS_01L07S_02S"	"P172.2AS"	"part of insect bulk sample"
"P172.2AS_01L07S_03S"	"P172.2AS"	"part of insect bulk sample"
"P172.2AS_01L07S_04S"	"P172.2AS"	"part of insect bulk sample"
"P172.2AS_01L07S_05S"	"P172.2AS"	"part of insect bulk sample"
"P172.2AS_01L07S_06S"	"P172.2AS"	"part of insect bulk sample"
"P172.2AS_01L07S_07S"	"P172.2AS"	"part of insect bulk sample"
"P172.2BL_01L07S_01L"	"P172.2BL"	"part of insect bulk sample"
"P172.2BS_01L07S_01S"	"P172.2BS"	"part of insect bulk sample"
"P172.2BS_01L07S_02S"	"P172.2BS"	"part of insect bulk sample"
"P172.2BS_01L07S_03S"	"P172.2BS"	"part of insect bulk sample"
"P172.2BS_01L07S_04S"	"P172.2BS"	"part of insect bulk sample"
"P172.2BS_01L07S_05S"	"P172.2BS"	"part of insect bulk sample"
"P172.2BS_01L07S_06S"	"P172.2BS"	"part of insect bulk sample"
"P172.2BS_01L07S_07S"	"P172.2BS"	"part of insect bulk sample"
"P174.1AL_01L07S_01L"	"P174.1AL"	"part of insect bulk sample"
"P174.1AS_01L07S_01S"	"P174.1AS"	"part of insect bulk sample"
"P174.1AS_01L07S_02S"	"P174.1AS"	"part of insect bulk sample"
"P174.1AS_01L07S_03S"	"P174.1AS"	"part of insect bulk sample"
"P174.1AS_01L07S_04S"	"P174.1AS"	"part of insect bulk sample"
"P174.1AS_01L07S_05S"	"P174.1AS"	"part of insect bulk sample"
"P174.1AS_01L07S_06S"	"P174.1AS"	"part of insect bulk sample"
"P174.1AS_01L07S_07S"	"P174.1AS"	"part of insect bulk sample"
"P174.1BL_01L11S_01L"	"P174.1BL"	"part of insect bulk sample"
"P174.1BS_01L11S_01S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_02S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_03S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_04S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_05S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_06S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_07S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_08S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_09S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_10S"	"P174.1BS"	"part of insect bulk sample"
"P174.1BS_01L11S_11S"	"P174.1BS"	"part of insect bulk sample"
"P175.1AL_01L19S_01L"	"P175.1AL"	"part of insect bulk sample"
"P175.1AS_01L19S_01S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_02S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_03S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_04S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_05S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_06S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_07S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_08S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_09S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_10S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_11S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_12S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_13S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_14S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_15S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_16S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_17S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_18S"	"P175.1AS"	"part of insect bulk sample"
"P175.1AS_01L19S_19S"	"P175.1AS"	"part of insect bulk sample"
"P175.1BL_01L019S_01L"	"P175.1BL"	"part of insect bulk sample"
"P175.1BS_01L019S_01S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_02S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_03S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_04S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_05S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_06S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_07S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_08S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_09S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_10S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_11S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_12S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_13S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_14S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_15S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_16S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_17S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L019S_18S"	"P175.1BS"	"part of insect bulk sample"
"P175.1BS_01L19S_19S"	"P175.1BS"	"part of insect bulk sample"
"P176.1AS_00L08S_01S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_02S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_03S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_04S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_05S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_06S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_07S"	"P176.1AS"	"part of insect bulk sample"
"P176.1AS_00L08S_08S"	"P176.1AS"	"part of insect bulk sample"
"P176.1BS_00L12S_01S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_02S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_03S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_04S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_05S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_06S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_07S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_08S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_09S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_10S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_11S"	"P176.1BS"	"part of insect bulk sample"
"P176.1BS_00L12S_12S"	"P176.1BS"	"part of insect bulk sample"
"P177.2AS_00L11S_01S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_02S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_03S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_04S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_05S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_06S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_07S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_08S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_09S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_10S"	"P177.2AS"	"part of insect bulk sample"
"P177.2AS_00L11S_11S"	"P177.2AS"	"part of insect bulk sample"
"P177.2BS_00L12S_01S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_02S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_03S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_04S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_05S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_06S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_07S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_08S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_09S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_10S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_11S"	"P177.2BS"	"part of insect bulk sample"
"P177.2BS_00L12S_12S"	"P177.2BS"	"part of insect bulk sample"
"P18.2AS_00L12S_01S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_02S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_03S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_04S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_05S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_06S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_07S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_08S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_09S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_10S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_11S"	"P18.2AS"	"part of insect bulk sample"
"P18.2AS_00L12S_12S"	"P18.2AS"	"part of insect bulk sample"
"P184.1AL_01L02S_01L"	"P184.1AL"	"part of insect bulk sample"
"P184.1AS_01L02S_01S"	"P184.1AS"	"part of insect bulk sample"
"P184.1AS_01L02S_02S"	"P184.1AS"	"part of insect bulk sample"
