"surveyTargetID"	"surveyID"	"surveyTargetType"	"surveyTargetValue"	"includeOrExclude"	"isSurveyTargetFullyReported"
"P58.1A_taxon"	"P58.1A"	"taxon"	"Insecta"	"include"	"true"
"P58.1B_taxon"	"P58.1B"	"taxon"	"Insecta"	"include"	"true"
"P58.2A_taxon"	"P58.2A"	"taxon"	"Insecta"	"include"	"true"
"P58.2B_taxon"	"P58.2B"	"taxon"	"Insecta"	"include"	"true"
"P331.1A_taxon"	"P331.1A"	"taxon"	"Insecta"	"include"	"true"
"P331.1B_taxon"	"P331.1B"	"taxon"	"Insecta"	"include"	"true"
"P59.1A_taxon"	"P59.1A"	"taxon"	"Insecta"	"include"	"true"
"P59.1B_taxon"	"P59.1B"	"taxon"	"Insecta"	"include"	"true"
"P59.2A_taxon"	"P59.2A"	"taxon"	"Insecta"	"include"	"true"
"P59.2B_taxon"	"P59.2B"	"taxon"	"Insecta"	"include"	"true"
"P286.1A_taxon"	"P286.1A"	"taxon"	"Insecta"	"include"	"true"
"P286.1B_taxon"	"P286.1B"	"taxon"	"Insecta"	"include"	"true"
"P60.1A_taxon"	"P60.1A"	"taxon"	"Insecta"	"include"	"true"
"P60.1B_taxon"	"P60.1B"	"taxon"	"Insecta"	"include"	"true"
"P286.2A_taxon"	"P286.2A"	"taxon"	"Insecta"	"include"	"true"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Insecta"	"include"	"true"
"P60.2A_taxon"	"P60.2A"	"taxon"	"Insecta"	"include"	"true"
"P60.2B_taxon"	"P60.2B"	"taxon"	"Insecta"	"include"	"true"
"P61.1A_taxon"	"P61.1A"	"taxon"	"Insecta"	"include"	"true"
"P61.1B_taxon"	"P61.1B"	"taxon"	"Insecta"	"include"	"true"
"P61.2A_taxon"	"P61.2A"	"taxon"	"Insecta"	"include"	"true"
"P61.2B_taxon"	"P61.2B"	"taxon"	"Insecta"	"include"	"true"
"P63.1A_taxon"	"P63.1A"	"taxon"	"Insecta"	"include"	"true"
"P63.1B_taxon"	"P63.1B"	"taxon"	"Insecta"	"include"	"true"
"P63.2A_taxon"	"P63.2A"	"taxon"	"Insecta"	"include"	"true"
"P63.2B_taxon"	"P63.2B"	"taxon"	"Insecta"	"include"	"true"
"P281.1A_taxon"	"P281.1A"	"taxon"	"Insecta"	"include"	"true"
"P281.1B_taxon"	"P281.1B"	"taxon"	"Insecta"	"include"	"true"
"P64.1A_taxon"	"P64.1A"	"taxon"	"Insecta"	"include"	"true"
"P64.1B_taxon"	"P64.1B"	"taxon"	"Insecta"	"include"	"true"
"P64.2A_taxon"	"P64.2A"	"taxon"	"Insecta"	"include"	"true"
"P64.2B_taxon"	"P64.2B"	"taxon"	"Insecta"	"include"	"true"
"P280.1A_taxon"	"P280.1A"	"taxon"	"Insecta"	"include"	"true"
"P280.1B_taxon"	"P280.1B"	"taxon"	"Insecta"	"include"	"true"
"P65.1A_taxon"	"P65.1A"	"taxon"	"Insecta"	"include"	"true"
"P65.1B_taxon"	"P65.1B"	"taxon"	"Insecta"	"include"	"true"
"P280.2A_taxon"	"P280.2A"	"taxon"	"Insecta"	"include"	"true"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Insecta"	"include"	"true"
"P65.2A_taxon"	"P65.2A"	"taxon"	"Insecta"	"include"	"true"
"P65.2B_taxon"	"P65.2B"	"taxon"	"Insecta"	"include"	"true"
"P281.2A_taxon"	"P281.2A"	"taxon"	"Insecta"	"include"	"true"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Insecta"	"include"	"true"
"P66.1A_taxon"	"P66.1A"	"taxon"	"Insecta"	"include"	"true"
"P66.1B_taxon"	"P66.1B"	"taxon"	"Insecta"	"include"	"true"
"P66.2A_taxon"	"P66.2A"	"taxon"	"Insecta"	"include"	"true"
"P66.2B_taxon"	"P66.2B"	"taxon"	"Insecta"	"include"	"true"
"P340.1A_taxon"	"P340.1A"	"taxon"	"Insecta"	"include"	"true"
"P340.1B_taxon"	"P340.1B"	"taxon"	"Insecta"	"include"	"true"
"P67.1A_taxon"	"P67.1A"	"taxon"	"Insecta"	"include"	"true"
"P67.1B_taxon"	"P67.1B"	"taxon"	"Insecta"	"include"	"true"
"P67.2A_taxon"	"P67.2A"	"taxon"	"Insecta"	"include"	"true"
"P67.2B_taxon"	"P67.2B"	"taxon"	"Insecta"	"include"	"true"
"P68.1A_taxon"	"P68.1A"	"taxon"	"Insecta"	"include"	"true"
"P68.1B_taxon"	"P68.1B"	"taxon"	"Insecta"	"include"	"true"
"P68.2A_taxon"	"P68.2A"	"taxon"	"Insecta"	"include"	"true"
"P68.2B_taxon"	"P68.2B"	"taxon"	"Insecta"	"include"	"true"
"P323.2A_taxon"	"P323.2A"	"taxon"	"Insecta"	"include"	"true"
"P323.2B_taxon"	"P323.2B"	"taxon"	"Insecta"	"include"	"true"
"P69.1A_taxon"	"P69.1A"	"taxon"	"Insecta"	"include"	"true"
"P69.1B_taxon"	"P69.1B"	"taxon"	"Insecta"	"include"	"true"
"P268.1A_taxon"	"P268.1A"	"taxon"	"Insecta"	"include"	"true"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Insecta"	"include"	"true"
"P69.2A_taxon"	"P69.2A"	"taxon"	"Insecta"	"include"	"true"
"P69.2B_taxon"	"P69.2B"	"taxon"	"Insecta"	"include"	"true"
"P272.1A_taxon"	"P272.1A"	"taxon"	"Insecta"	"include"	"true"
"P272.1B_taxon"	"P272.1B"	"taxon"	"Insecta"	"include"	"true"
"P70.2A_taxon"	"P70.2A"	"taxon"	"Insecta"	"include"	"true"
"P70.2B_taxon"	"P70.2B"	"taxon"	"Insecta"	"include"	"true"
"P328.1A_taxon"	"P328.1A"	"taxon"	"Insecta"	"include"	"true"
"P328.1B_taxon"	"P328.1B"	"taxon"	"Insecta"	"include"	"true"
"P72.1A_taxon"	"P72.1A"	"taxon"	"Insecta"	"include"	"true"
"P72.1B_taxon"	"P72.1B"	"taxon"	"Insecta"	"include"	"true"
"P328.2A_taxon"	"P328.2A"	"taxon"	"Insecta"	"include"	"true"
"P328.2B_taxon"	"P328.2B"	"taxon"	"Insecta"	"include"	"true"
"P72.2A_taxon"	"P72.2A"	"taxon"	"Insecta"	"include"	"true"
"P72.2B_taxon"	"P72.2B"	"taxon"	"Insecta"	"include"	"true"
"P73.1A_taxon"	"P73.1A"	"taxon"	"Insecta"	"include"	"true"
"P73.1B_taxon"	"P73.1B"	"taxon"	"Insecta"	"include"	"true"
"P73.2A_taxon"	"P73.2A"	"taxon"	"Insecta"	"include"	"true"
"P73.2B_taxon"	"P73.2B"	"taxon"	"Insecta"	"include"	"true"
"P282.1A_taxon"	"P282.1A"	"taxon"	"Insecta"	"include"	"true"
"P282.1B_taxon"	"P282.1B"	"taxon"	"Insecta"	"include"	"true"
"P74.1A_taxon"	"P74.1A"	"taxon"	"Insecta"	"include"	"true"
"P74.1B_taxon"	"P74.1B"	"taxon"	"Insecta"	"include"	"true"
"P282.2A_taxon"	"P282.2A"	"taxon"	"Insecta"	"include"	"true"
"P282.2B_taxon"	"P282.2B"	"taxon"	"Insecta"	"include"	"true"
"P74.2A_taxon"	"P74.2A"	"taxon"	"Insecta"	"include"	"true"
"P74.2B_taxon"	"P74.2B"	"taxon"	"Insecta"	"include"	"true"
"P289.1A_taxon"	"P289.1A"	"taxon"	"Insecta"	"include"	"true"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Insecta"	"include"	"true"
"P76.1A_taxon"	"P76.1A"	"taxon"	"Insecta"	"include"	"true"
"P76.1B_taxon"	"P76.1B"	"taxon"	"Insecta"	"include"	"true"
"P289.2A_taxon"	"P289.2A"	"taxon"	"Insecta"	"include"	"true"
"P289.2B_taxon"	"P289.2B"	"taxon"	"Insecta"	"include"	"true"
"P76.2A_taxon"	"P76.2A"	"taxon"	"Insecta"	"include"	"true"
"P76.2B_taxon"	"P76.2B"	"taxon"	"Insecta"	"include"	"true"
"P77.1A_taxon"	"P77.1A"	"taxon"	"Insecta"	"include"	"true"
"P77.1B_taxon"	"P77.1B"	"taxon"	"Insecta"	"include"	"true"
"P77.2A_taxon"	"P77.2A"	"taxon"	"Insecta"	"include"	"true"
"P77.2B_taxon"	"P77.2B"	"taxon"	"Insecta"	"include"	"true"
"P290.1A_taxon"	"P290.1A"	"taxon"	"Insecta"	"include"	"true"
"P290.1B_taxon"	"P290.1B"	"taxon"	"Insecta"	"include"	"true"
"P78.1A_taxon"	"P78.1A"	"taxon"	"Insecta"	"include"	"true"
"P78.1B_taxon"	"P78.1B"	"taxon"	"Insecta"	"include"	"true"
"P290.2A_taxon"	"P290.2A"	"taxon"	"Insecta"	"include"	"true"
"P290.2B_taxon"	"P290.2B"	"taxon"	"Insecta"	"include"	"true"
"P78.2A_taxon"	"P78.2A"	"taxon"	"Insecta"	"include"	"true"
"P78.2B_taxon"	"P78.2B"	"taxon"	"Insecta"	"include"	"true"
"P79.1A_taxon"	"P79.1A"	"taxon"	"Insecta"	"include"	"true"
"P79.1B_taxon"	"P79.1B"	"taxon"	"Insecta"	"include"	"true"
"P79.2A_taxon"	"P79.2A"	"taxon"	"Insecta"	"include"	"true"
"P79.2B_taxon"	"P79.2B"	"taxon"	"Insecta"	"include"	"true"
"P80.1A_taxon"	"P80.1A"	"taxon"	"Insecta"	"include"	"true"
"P80.1B_taxon"	"P80.1B"	"taxon"	"Insecta"	"include"	"true"
"P80.2A_taxon"	"P80.2A"	"taxon"	"Insecta"	"include"	"true"
"P80.2B_taxon"	"P80.2B"	"taxon"	"Insecta"	"include"	"true"
"P81.1A_taxon"	"P81.1A"	"taxon"	"Insecta"	"include"	"true"
"P81.1B_taxon"	"P81.1B"	"taxon"	"Insecta"	"include"	"true"
"P295.1A_taxon"	"P295.1A"	"taxon"	"Insecta"	"include"	"true"
"P295.1B_taxon"	"P295.1B"	"taxon"	"Insecta"	"include"	"true"
"P81.2A_taxon"	"P81.2A"	"taxon"	"Insecta"	"include"	"true"
"P81.2B_taxon"	"P81.2B"	"taxon"	"Insecta"	"include"	"true"
"P297.1A_taxon"	"P297.1A"	"taxon"	"Insecta"	"include"	"true"
"P297.1B_taxon"	"P297.1B"	"taxon"	"Insecta"	"include"	"true"
"P82.1A_taxon"	"P82.1A"	"taxon"	"Insecta"	"include"	"true"
"P82.1B_taxon"	"P82.1B"	"taxon"	"Insecta"	"include"	"true"
"P297.2A_taxon"	"P297.2A"	"taxon"	"Insecta"	"include"	"true"
"P297.2B_taxon"	"P297.2B"	"taxon"	"Insecta"	"include"	"true"
"P82.2A_taxon"	"P82.2A"	"taxon"	"Insecta"	"include"	"true"
"P82.2B_taxon"	"P82.2B"	"taxon"	"Insecta"	"include"	"true"
"P298.1A_taxon"	"P298.1A"	"taxon"	"Insecta"	"include"	"true"
"P298.1B_taxon"	"P298.1B"	"taxon"	"Insecta"	"include"	"true"
"P83.1A_taxon"	"P83.1A"	"taxon"	"Insecta"	"include"	"true"
"P83.1B_taxon"	"P83.1B"	"taxon"	"Insecta"	"include"	"true"
"P83.2A_taxon"	"P83.2A"	"taxon"	"Insecta"	"include"	"true"
"P83.2B_taxon"	"P83.2B"	"taxon"	"Insecta"	"include"	"true"
"P84.1A_taxon"	"P84.1A"	"taxon"	"Insecta"	"include"	"true"
"P84.1B_taxon"	"P84.1B"	"taxon"	"Insecta"	"include"	"true"
"P84.2A_taxon"	"P84.2A"	"taxon"	"Insecta"	"include"	"true"
"P84.2B_taxon"	"P84.2B"	"taxon"	"Insecta"	"include"	"true"
"P85.1A_taxon"	"P85.1A"	"taxon"	"Insecta"	"include"	"true"
"P85.1B_taxon"	"P85.1B"	"taxon"	"Insecta"	"include"	"true"
"P85.2A_taxon"	"P85.2A"	"taxon"	"Insecta"	"include"	"true"
"P85.2B_taxon"	"P85.2B"	"taxon"	"Insecta"	"include"	"true"
"P330.1A_taxon"	"P330.1A"	"taxon"	"Insecta"	"include"	"true"
"P330.1B_taxon"	"P330.1B"	"taxon"	"Insecta"	"include"	"true"
"P86.1A_taxon"	"P86.1A"	"taxon"	"Insecta"	"include"	"true"
"P86.1B_taxon"	"P86.1B"	"taxon"	"Insecta"	"include"	"true"
"P86.2A_taxon"	"P86.2A"	"taxon"	"Insecta"	"include"	"true"
"P86.2B_taxon"	"P86.2B"	"taxon"	"Insecta"	"include"	"true"
"P304.1A_taxon"	"P304.1A"	"taxon"	"Insecta"	"include"	"true"
"P304.1B_taxon"	"P304.1B"	"taxon"	"Insecta"	"include"	"true"
"P87.1A_taxon"	"P87.1A"	"taxon"	"Insecta"	"include"	"true"
"P87.1B_taxon"	"P87.1B"	"taxon"	"Insecta"	"include"	"true"
"P304.2A_taxon"	"P304.2A"	"taxon"	"Insecta"	"include"	"true"
"P304.2B_taxon"	"P304.2B"	"taxon"	"Insecta"	"include"	"true"
"P87.2A_taxon"	"P87.2A"	"taxon"	"Insecta"	"include"	"true"
"P87.2B_taxon"	"P87.2B"	"taxon"	"Insecta"	"include"	"true"
"P307.1A_taxon"	"P307.1A"	"taxon"	"Insecta"	"include"	"true"
"P307.1B_taxon"	"P307.1B"	"taxon"	"Insecta"	"include"	"true"
"P88.1A_taxon"	"P88.1A"	"taxon"	"Insecta"	"include"	"true"
"P88.1B_taxon"	"P88.1B"	"taxon"	"Insecta"	"include"	"true"
"P307.2A_taxon"	"P307.2A"	"taxon"	"Insecta"	"include"	"true"
"P307.2B_taxon"	"P307.2B"	"taxon"	"Insecta"	"include"	"true"
"P88.2A_taxon"	"P88.2A"	"taxon"	"Insecta"	"include"	"true"
"P88.2B_taxon"	"P88.2B"	"taxon"	"Insecta"	"include"	"true"
"P226.1A_taxon"	"P226.1A"	"taxon"	"Insecta"	"include"	"true"
"P226.1B_taxon"	"P226.1B"	"taxon"	"Insecta"	"include"	"true"
"P89.1A_taxon"	"P89.1A"	"taxon"	"Insecta"	"include"	"true"
"P89.1B_taxon"	"P89.1B"	"taxon"	"Insecta"	"include"	"true"
"P226.2A_taxon"	"P226.2A"	"taxon"	"Insecta"	"include"	"true"
"P226.2B_taxon"	"P226.2B"	"taxon"	"Insecta"	"include"	"true"
"P89.2A_taxon"	"P89.2A"	"taxon"	"Insecta"	"include"	"true"
"P89.2B_taxon"	"P89.2B"	"taxon"	"Insecta"	"include"	"true"
"P90.1A_taxon"	"P90.1A"	"taxon"	"Insecta"	"include"	"true"
"P90.1B_taxon"	"P90.1B"	"taxon"	"Insecta"	"include"	"true"
"P90.2A_taxon"	"P90.2A"	"taxon"	"Insecta"	"include"	"true"
"P90.2B_taxon"	"P90.2B"	"taxon"	"Insecta"	"include"	"true"
"P91.1A_taxon"	"P91.1A"	"taxon"	"Insecta"	"include"	"true"
"P91.1B_taxon"	"P91.1B"	"taxon"	"Insecta"	"include"	"true"
"P91.2A_taxon"	"P91.2A"	"taxon"	"Insecta"	"include"	"true"
"P91.2B_taxon"	"P91.2B"	"taxon"	"Insecta"	"include"	"true"
"P348.1A_taxon"	"P348.1A"	"taxon"	"Insecta"	"include"	"true"
"P348.1B_taxon"	"P348.1B"	"taxon"	"Insecta"	"include"	"true"
"P93.1A_taxon"	"P93.1A"	"taxon"	"Insecta"	"include"	"true"
"P93.1B_taxon"	"P93.1B"	"taxon"	"Insecta"	"include"	"true"
"P93.2A_taxon"	"P93.2A"	"taxon"	"Insecta"	"include"	"true"
"P93.2B_taxon"	"P93.2B"	"taxon"	"Insecta"	"include"	"true"
"P95.1A_taxon"	"P95.1A"	"taxon"	"Insecta"	"include"	"true"
"P95.1B_taxon"	"P95.1B"	"taxon"	"Insecta"	"include"	"true"
"P371.1A_taxon"	"P371.1A"	"taxon"	"Insecta"	"include"	"true"
"P371.1B_taxon"	"P371.1B"	"taxon"	"Insecta"	"include"	"true"
"P95.2A_taxon"	"P95.2A"	"taxon"	"Insecta"	"include"	"true"
"P95.2B_taxon"	"P95.2B"	"taxon"	"Insecta"	"include"	"true"
"P96.1A_taxon"	"P96.1A"	"taxon"	"Insecta"	"include"	"true"
"P96.1B_taxon"	"P96.1B"	"taxon"	"Insecta"	"include"	"true"
"P96.2A_taxon"	"P96.2A"	"taxon"	"Insecta"	"include"	"true"
"P96.2B_taxon"	"P96.2B"	"taxon"	"Insecta"	"include"	"true"
"P262.1A_taxon"	"P262.1A"	"taxon"	"Insecta"	"include"	"true"
"P262.1B_taxon"	"P262.1B"	"taxon"	"Insecta"	"include"	"true"
"P98.1A_taxon"	"P98.1A"	"taxon"	"Insecta"	"include"	"true"
"P98.1B_taxon"	"P98.1B"	"taxon"	"Insecta"	"include"	"true"
"P262.2A_taxon"	"P262.2A"	"taxon"	"Insecta"	"include"	"true"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Insecta"	"include"	"true"
"P98.2A_taxon"	"P98.2A"	"taxon"	"Insecta"	"include"	"true"
"P98.2B_taxon"	"P98.2B"	"taxon"	"Insecta"	"include"	"true"
"P99.1A_taxon"	"P99.1A"	"taxon"	"Insecta"	"include"	"true"
"P99.1B_taxon"	"P99.1B"	"taxon"	"Insecta"	"include"	"true"
"P99.2A_taxon"	"P99.2A"	"taxon"	"Insecta"	"include"	"true"
"P99.2B_taxon"	"P99.2B"	"taxon"	"Insecta"	"include"	"true"
"P100.1A_taxon"	"P100.1A"	"taxon"	"Insecta"	"include"	"true"
"P100.1B_taxon"	"P100.1B"	"taxon"	"Insecta"	"include"	"true"
"P100.2A_taxon"	"P100.2A"	"taxon"	"Insecta"	"include"	"true"
"P100.2B_taxon"	"P100.2B"	"taxon"	"Insecta"	"include"	"true"
"P101.1A_taxon"	"P101.1A"	"taxon"	"Insecta"	"include"	"true"
"P101.1B_taxon"	"P101.1B"	"taxon"	"Insecta"	"include"	"true"
"P101.2A_taxon"	"P101.2A"	"taxon"	"Insecta"	"include"	"true"
"P101.2B_taxon"	"P101.2B"	"taxon"	"Insecta"	"include"	"true"
"P102.1A_taxon"	"P102.1A"	"taxon"	"Insecta"	"include"	"true"
"P102.1B_taxon"	"P102.1B"	"taxon"	"Insecta"	"include"	"true"
"P258.1A_taxon"	"P258.1A"	"taxon"	"Insecta"	"include"	"true"
"P258.1B_taxon"	"P258.1B"	"taxon"	"Insecta"	"include"	"true"
"P102.2A_taxon"	"P102.2A"	"taxon"	"Insecta"	"include"	"true"
"P102.2B_taxon"	"P102.2B"	"taxon"	"Insecta"	"include"	"true"
"P258.2A_taxon"	"P258.2A"	"taxon"	"Insecta"	"include"	"true"
"P258.2B_taxon"	"P258.2B"	"taxon"	"Insecta"	"include"	"true"
"P103.1A_taxon"	"P103.1A"	"taxon"	"Insecta"	"include"	"true"
"P103.1B_taxon"	"P103.1B"	"taxon"	"Insecta"	"include"	"true"
"P249.1A_taxon"	"P249.1A"	"taxon"	"Insecta"	"include"	"true"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Insecta"	"include"	"true"
"P103.2A_taxon"	"P103.2A"	"taxon"	"Insecta"	"include"	"true"
"P103.2B_taxon"	"P103.2B"	"taxon"	"Insecta"	"include"	"true"
"P249.2A_taxon"	"P249.2A"	"taxon"	"Insecta"	"include"	"true"
"P249.2B_taxon"	"P249.2B"	"taxon"	"Insecta"	"include"	"true"
"P104.1A_taxon"	"P104.1A"	"taxon"	"Insecta"	"include"	"true"
"P104.1B_taxon"	"P104.1B"	"taxon"	"Insecta"	"include"	"true"
"P251.1A_taxon"	"P251.1A"	"taxon"	"Insecta"	"include"	"true"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Insecta"	"include"	"true"
"P104.2A_taxon"	"P104.2A"	"taxon"	"Insecta"	"include"	"true"
"P104.2B_taxon"	"P104.2B"	"taxon"	"Insecta"	"include"	"true"
"P251.2A_taxon"	"P251.2A"	"taxon"	"Insecta"	"include"	"true"
"P251.2B_taxon"	"P251.2B"	"taxon"	"Insecta"	"include"	"true"
"P105.1A_taxon"	"P105.1A"	"taxon"	"Insecta"	"include"	"true"
"P105.1B_taxon"	"P105.1B"	"taxon"	"Insecta"	"include"	"true"
"P248.1A_taxon"	"P248.1A"	"taxon"	"Insecta"	"include"	"true"
"P248.1B_taxon"	"P248.1B"	"taxon"	"Insecta"	"include"	"true"
"P105.2A_taxon"	"P105.2A"	"taxon"	"Insecta"	"include"	"true"
"P105.2B_taxon"	"P105.2B"	"taxon"	"Insecta"	"include"	"true"
"P248.2A_taxon"	"P248.2A"	"taxon"	"Insecta"	"include"	"true"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Insecta"	"include"	"true"
"P106.1A_taxon"	"P106.1A"	"taxon"	"Insecta"	"include"	"true"
"P106.1B_taxon"	"P106.1B"	"taxon"	"Insecta"	"include"	"true"
"P247.1A_taxon"	"P247.1A"	"taxon"	"Insecta"	"include"	"true"
"P247.1B_taxon"	"P247.1B"	"taxon"	"Insecta"	"include"	"true"
"P106.2A_taxon"	"P106.2A"	"taxon"	"Insecta"	"include"	"true"
"P106.2B_taxon"	"P106.2B"	"taxon"	"Insecta"	"include"	"true"
"P247.2A_taxon"	"P247.2A"	"taxon"	"Insecta"	"include"	"true"
"P247.2B_taxon"	"P247.2B"	"taxon"	"Insecta"	"include"	"true"
"P107.1A_taxon"	"P107.1A"	"taxon"	"Insecta"	"include"	"true"
"P107.1B_taxon"	"P107.1B"	"taxon"	"Insecta"	"include"	"true"
"P107.2A_taxon"	"P107.2A"	"taxon"	"Insecta"	"include"	"true"
"P107.2B_taxon"	"P107.2B"	"taxon"	"Insecta"	"include"	"true"
"P108.1A_taxon"	"P108.1A"	"taxon"	"Insecta"	"include"	"true"
"P108.1B_taxon"	"P108.1B"	"taxon"	"Insecta"	"include"	"true"
"P108.2A_taxon"	"P108.2A"	"taxon"	"Insecta"	"include"	"true"
"P108.2B_taxon"	"P108.2B"	"taxon"	"Insecta"	"include"	"true"
"P243.1A_taxon"	"P243.1A"	"taxon"	"Insecta"	"include"	"true"
"P243.1B_taxon"	"P243.1B"	"taxon"	"Insecta"	"include"	"true"
"P110.1A_taxon"	"P110.1A"	"taxon"	"Insecta"	"include"	"true"
"P110.1B_taxon"	"P110.1B"	"taxon"	"Insecta"	"include"	"true"
"P345.1A_taxon"	"P345.1A"	"taxon"	"Insecta"	"include"	"true"
"P345.1B_taxon"	"P345.1B"	"taxon"	"Insecta"	"include"	"true"
"P110.2A_taxon"	"P110.2A"	"taxon"	"Insecta"	"include"	"true"
"P110.2B_taxon"	"P110.2B"	"taxon"	"Insecta"	"include"	"true"
"P111.1A_taxon"	"P111.1A"	"taxon"	"Insecta"	"include"	"true"
"P111.1B_taxon"	"P111.1B"	"taxon"	"Insecta"	"include"	"true"
"P111.2A_taxon"	"P111.2A"	"taxon"	"Insecta"	"include"	"true"
"P111.2B_taxon"	"P111.2B"	"taxon"	"Insecta"	"include"	"true"
"P112.1A_taxon"	"P112.1A"	"taxon"	"Insecta"	"include"	"true"
"P112.1B_taxon"	"P112.1B"	"taxon"	"Insecta"	"include"	"true"
"P252.1A_taxon"	"P252.1A"	"taxon"	"Insecta"	"include"	"true"
"P252.1B_taxon"	"P252.1B"	"taxon"	"Insecta"	"include"	"true"
"P112.2A_taxon"	"P112.2A"	"taxon"	"Insecta"	"include"	"true"
"P112.2B_taxon"	"P112.2B"	"taxon"	"Insecta"	"include"	"true"
"P252.2A_taxon"	"P252.2A"	"taxon"	"Insecta"	"include"	"true"
"P252.2B_taxon"	"P252.2B"	"taxon"	"Insecta"	"include"	"true"
"P380.1A_taxon"	"P380.1A"	"taxon"	"Insecta"	"include"	"true"
"P380.1B_taxon"	"P380.1B"	"taxon"	"Insecta"	"include"	"true"
"P113.2A_taxon"	"P113.2A"	"taxon"	"Insecta"	"include"	"true"
"P113.2B_taxon"	"P113.2B"	"taxon"	"Insecta"	"include"	"true"
"P114.1A_taxon"	"P114.1A"	"taxon"	"Insecta"	"include"	"true"
"P114.1B_taxon"	"P114.1B"	"taxon"	"Insecta"	"include"	"true"
"P244.1A_taxon"	"P244.1A"	"taxon"	"Insecta"	"include"	"true"
"P244.1B_taxon"	"P244.1B"	"taxon"	"Insecta"	"include"	"true"
"P114.2A_taxon"	"P114.2A"	"taxon"	"Insecta"	"include"	"true"
"P114.2B_taxon"	"P114.2B"	"taxon"	"Insecta"	"include"	"true"
"P244.2A_taxon"	"P244.2A"	"taxon"	"Insecta"	"include"	"true"
"P244.2B_taxon"	"P244.2B"	"taxon"	"Insecta"	"include"	"true"
"P115.1A_taxon"	"P115.1A"	"taxon"	"Insecta"	"include"	"true"
"P115.1B_taxon"	"P115.1B"	"taxon"	"Insecta"	"include"	"true"
"P253.1A_taxon"	"P253.1A"	"taxon"	"Insecta"	"include"	"true"
"P253.1B_taxon"	"P253.1B"	"taxon"	"Insecta"	"include"	"true"
"P115.2A_taxon"	"P115.2A"	"taxon"	"Insecta"	"include"	"true"
"P115.2B_taxon"	"P115.2B"	"taxon"	"Insecta"	"include"	"true"
"P254.1A_taxon"	"P254.1A"	"taxon"	"Insecta"	"include"	"true"
"P254.1B_taxon"	"P254.1B"	"taxon"	"Insecta"	"include"	"true"
"P116.1A_taxon"	"P116.1A"	"taxon"	"Insecta"	"include"	"true"
"P116.1B_taxon"	"P116.1B"	"taxon"	"Insecta"	"include"	"true"
"P116.2A_taxon"	"P116.2A"	"taxon"	"Insecta"	"include"	"true"
"P116.2B_taxon"	"P116.2B"	"taxon"	"Insecta"	"include"	"true"
"P234.2A_taxon"	"P234.2A"	"taxon"	"Insecta"	"include"	"true"
"P234.2B_taxon"	"P234.2B"	"taxon"	"Insecta"	"include"	"true"
"P117.1A_taxon"	"P117.1A"	"taxon"	"Insecta"	"include"	"true"
"P117.1B_taxon"	"P117.1B"	"taxon"	"Insecta"	"include"	"true"
"P225.1A_taxon"	"P225.1A"	"taxon"	"Insecta"	"include"	"true"
"P225.1B_taxon"	"P225.1B"	"taxon"	"Insecta"	"include"	"true"
"P117.2A_taxon"	"P117.2A"	"taxon"	"Insecta"	"include"	"true"
"P117.2B_taxon"	"P117.2B"	"taxon"	"Insecta"	"include"	"true"
"P225.2A_taxon"	"P225.2A"	"taxon"	"Insecta"	"include"	"true"
"P225.2B_taxon"	"P225.2B"	"taxon"	"Insecta"	"include"	"true"
"P118.1A_taxon"	"P118.1A"	"taxon"	"Insecta"	"include"	"true"
"P118.1B_taxon"	"P118.1B"	"taxon"	"Insecta"	"include"	"true"
"P118.2A_taxon"	"P118.2A"	"taxon"	"Insecta"	"include"	"true"
"P118.2B_taxon"	"P118.2B"	"taxon"	"Insecta"	"include"	"true"
"P242.1A_taxon"	"P242.1A"	"taxon"	"Insecta"	"include"	"true"
"P242.1B_taxon"	"P242.1B"	"taxon"	"Insecta"	"include"	"true"
"P119.1A_taxon"	"P119.1A"	"taxon"	"Insecta"	"include"	"true"
"P119.1B_taxon"	"P119.1B"	"taxon"	"Insecta"	"include"	"true"
"P240.1A_taxon"	"P240.1A"	"taxon"	"Insecta"	"include"	"true"
"P240.1B_taxon"	"P240.1B"	"taxon"	"Insecta"	"include"	"true"
"P119.2A_taxon"	"P119.2A"	"taxon"	"Insecta"	"include"	"true"
"P119.2B_taxon"	"P119.2B"	"taxon"	"Insecta"	"include"	"true"
"P240.2A_taxon"	"P240.2A"	"taxon"	"Insecta"	"include"	"true"
"P240.2B_taxon"	"P240.2B"	"taxon"	"Insecta"	"include"	"true"
"P120.1A_taxon"	"P120.1A"	"taxon"	"Insecta"	"include"	"true"
"P120.1B_taxon"	"P120.1B"	"taxon"	"Insecta"	"include"	"true"
"P120.2A_taxon"	"P120.2A"	"taxon"	"Insecta"	"include"	"true"
"P120.2B_taxon"	"P120.2B"	"taxon"	"Insecta"	"include"	"true"
"P121.1A_taxon"	"P121.1A"	"taxon"	"Insecta"	"include"	"true"
