"measurementID","occurrenceID","measurementType","measurementValue","measurementUnit","eventID"
"8ea7e469fd3809bc40bef1ab596f4768","3a1d70d3-dd6d-47ad-ab78-b7d449335630","Number of the specimen","42",NA,NA
"8ea9b256939f89bcafb582f2424e0f4c","eba9a2ce-b0e8-417c-8667-e712ca3a7a85","Length of the specimen","144","millimeter",NA
"8f1a3bd90e2b61e1d7e626988a8e6ee4","e9a57ee8-9b55-40dc-bb62-def5c283215a","Number of the specimen","18",NA,NA
"8f6b64e933f8877b76599baf137da0da","eba9a2ce-b0e8-417c-8667-e712ca3a7a85","Live weight as measured in the field","28","gram",NA
"8f6c586468ed66b0d217071eda0a6a23","8fb78cd7-a586-4fa6-8f85-ccfdcf66cee1","Live weight as measured in the field","10","gram",NA
"8f6f3e7cdf48ba0e1c35eb58399b3d86","0528554b-9eb3-4e64-b08d-272285c857b5","Live weight as measured in the field","49","gram",NA
"8f951659a1f830773c83100f35295ee7","5337636f-7c96-40fe-b857-9a4e5ac8c681","Live weight as measured in the field","4","gram",NA
"8fa485532ffba869078d31ecaf2fd6ef",NA,"Duty cycle at the start of data collection for the second electrofisher","20","percent","BIGC.20190422.01.3.e-fisher"
"8fa8941362e10859315436beee56b1e3","efa4ddcb-49bb-48df-9701-59db2d0630fb","Live weight as measured in the field","17","gram",NA
"8fb5d5a7e173f8436e33bb10e1ed6a24","3f682483-9b82-4a3d-b198-2389579485f6","Live weight as measured in the field","12","gram",NA
"8fc2adc3c9677db8f60d00390f1dd664","8b4704c0-b32b-4f53-9b8f-5ad884f3f561","Live weight as measured in the field","84","gram",NA
"8fcdf11ac9c78724294eec089320b66a",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20190424.05.1.e-fisher"
"8fdc656b8cda93364bd6611974fd4d93",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20191024.09.1.e-fisher"
"8ff2cafd8519a97a0018f1d21c250a60","5b4d6fb9-451d-4e7a-bc1e-50871cf41db9","Length of the specimen","89","millimeter",NA
"8ffdcbd33b2ff4b630e1fd4d152a1d3d","0e072cd6-ca46-4192-8720-250730d118b9","Length of the specimen","139","millimeter",NA
"900fa1c8a14172e61b3d36284fe955f7","2f67ac4e-5a55-42fe-8f45-b64e9d6f2512","Number of the specimen","19",NA,NA
"9053fe1d408ffc7cc8f0b59455bf8490","c53eac90-a840-474b-b79a-3ea8d22e915c","Number of the specimen","3",NA,NA
"90f47cb5109b9fef39fe4392dd7f8225","92b63168-3b09-475d-8513-e0dca0a835df","Live weight as measured in the field","0.3","gram",NA
"90f8d7292ce92ff08bf06c275164425f","b04c53cb-00ad-4b25-9f9c-f49f004e0c73","Live weight as measured in the field","3","gram",NA
"9130112e29d94c7955c6791a9afb2cb7",NA,"Dissolved Oxygen Concentration","8.6","milligramsPerLiter","BIGC.20191024.08.1.e-fisher"
"91423519755757cfa289a701ca6a4f6e","11ce178c-711a-452c-a212-48f92d5daf83","Length of the specimen","244","millimeter",NA
"91594f06ee730be82f67a5ff0e691dec","3dd0a076-65d1-4f50-96e2-7d1c2d5d00d2","Length of the specimen","112","millimeter",NA
"915c271fc4fc3304c35455b42987e555","9cafe757-73b1-4285-81b9-40082b050514","Length of the specimen","192","millimeter",NA
"916303720a19e9e82396e9e5ad74ef66",NA,"Operational time of the electrofisher for the second electrofisher","3376","second","BIGC.20191022.04.2.e-fisher"
"9175f9ec279a6911a2e978f0ab7f94a4","4fbd89ac-e897-4961-9f2a-21a0ba53de76","Live weight as measured in the field","6","gram",NA
"917c3e1c90209c1b63bbb6a9ef9aa100","1ba306d3-ad0d-4c94-b3fc-f1aae910ab95","Number of the specimen","5",NA,NA
"91859d6bee1485f89228c66a5cb3d127","212d4c5c-94c7-4ee2-a79a-3996c1a98933","Length of the specimen","112","millimeter",NA
"91a5158649039d6d410991aac59ba2f8","690fbd17-b1d4-4e0f-ad2e-a575991eaeaf","Live weight as measured in the field","0.3","gram",NA
"91bd6b2a1403880f468dc67c33b7bdd9","3d14198c-84d5-4350-be76-6597d265ff76","Length of the specimen","130","millimeter",NA
"91c02977fab8dd475b7e6bbf86b7c683","edbc5f04-8edc-4950-9423-d60c73d373ef","Number of the specimen","18",NA,NA
"91cbeefbf2b00c01709b0fa93b3de0bf","929cd9ad-11f1-457e-aee8-904dc71f93c1","Live weight as measured in the field","72","gram",NA
"92055710839a6605fb419ac3e9e027e6","fe1f428f-9b2f-4fc5-9fd5-f8c0b0ce0ddc","Length of the specimen","126","millimeter",NA
"9255536dca72e87a17cf9800932d5293","441f7c16-4439-4d44-a61a-349acf0a0e1a","Number of the specimen","9",NA,NA
"9264e7e5fbd061b2e3fbf2d800c45ade","a042ef94-1bf3-4613-aade-fbe0956a7b2d","Live weight as measured in the field","19","gram",NA
"929d4016ff8705c18e8afc3c4686ab40","3074c935-ba05-44c8-9248-d14b949f1182","Number of the specimen","7",NA,NA
"92b0a4f98200348aea30c1608283c1ab","5b33a6ca-37c4-4dcd-9a7c-bdb97d1b5111","Length of the specimen","87","millimeter",NA
"92dad8c34e3086ce26598f80b899ccc4","52c19870-8ee0-4992-a5a0-11496e926ed9","Live weight as measured in the field","6","gram",NA
"92e36c41bc3027b400909fb220b061ad","83579f1a-105b-492b-ab48-ddf5b74035aa","Length of the specimen","86","millimeter",NA
"92fd2fb993460c7f29e169d27cf24bff","cc07ae42-8db9-45dc-8c8f-323a7b2aa9d1","Number of the specimen","12",NA,NA
"932b3c735fafbd33cf572235cadfaedf","960c0889-0264-4974-832e-025886bd01e0","Indication of any deformities, eroded fins, lesions/parasites, tumors","Eroded fins",NA,NA
"933da196a9ad5e9f69e573c68d4f8ade","bd39f601-a9dc-4d45-81d0-07decf295938","Number of the specimen","17",NA,NA
"93462218eb4bf897844c0bd5bd21a740","6dc00a7c-2563-4f1b-b91d-317713413b3e","Length of the specimen","140","millimeter",NA
"934c9c00192881d0fedcfc73ee7cef19","7771a638-38a4-4a3d-8c9d-e9310a537ef8","Length of the specimen","191","millimeter",NA
"93723b834e1918b109aec2f5f0426a40",NA,"Temperature of water","10.8","degrees Celsius","BIGC.20191023.07.2.e-fisher"
"939b1482d72d3cfbfe4725b85cb718eb","b45eea2d-dc09-46af-b058-606eb6632dc4","Length of the specimen","35","millimeter",NA
"93a011d066cbd85c904e01a3e100292c","65040d34-0c8b-4b30-a402-cf52190ae9fe","Length of the specimen","152","millimeter",NA
"93dea0101480aec3b2dbfd79a45afcc5","647ec9bb-63ae-4774-8850-e378a7e67de8","Length of the specimen","71","millimeter",NA
"93ee3c92a97757692a625b4753789b3b","da25573a-534a-40b3-88e7-b455280cac51","Number of the specimen","5",NA,NA
"940ed438a49ec2beae9821c2601b1b35","976f0635-ac22-4fb8-9c5b-e05a5f6d9fae","Length of the specimen","122","millimeter",NA
"940f9db00b5d59077b2fd5b887da2e9c","e775557b-b1c1-4567-950c-2d058bd89923","Length of the specimen","215","millimeter",NA
"9424e4d374a934ffbe9f1b77157e074a",NA,"Voltage at the start of data collection for the second electrofisher","200","volt","BIGC.20191022.04.3.e-fisher"
"9429a06060e11819c120d96b96544557","a0f8893b-d52c-4106-8969-4f81d8e83519","Live weight as measured in the field","28","gram",NA
"94373a0c279891851654fef161057f12","d2fbba6c-191c-4cdc-a306-a638f553510f","Length of the specimen","123","millimeter",NA
"943ef08fed14c5c16b9af7e5b65eeab7","a9a1685a-1602-41e0-b15f-31deb1fc5a0c","Length of the specimen","66","millimeter",NA
"9454e3772ae719906fdb49da60cdb32a",NA,"Dissolved Oxygen Concentration","10.3","milligramsPerLiter","BIGC.20190422.01.1.e-fisher"
"94729c13f432e8009d2293bf105f25d4",NA,"Voltage at the start of data collection for the second electrofisher","150","volt","BIGC.20191023.07.1.e-fisher"
"9497e2f9f75db0acc93593af53dce1d0","8601b4d5-0674-43eb-8042-3a47759c02bd","Live weight as measured in the field","25","gram",NA
"949985aa2da5ac0cb637fe7f1b51cc45",NA,"Duty cycle at the start of data collection for the second electrofisher","20","percent","BIGC.20190424.07.2.e-fisher"
"94c73186e0ae4192cd5244d83a404294","2c8772e3-5f1c-486d-9b18-ef07ef66bd17","Live weight as measured in the field","13","gram",NA
"94cd3159e2fd7205a67a36d35d5897e2","d5617e04-3c9f-4855-a896-88adbb099b90","Number of the specimen","11",NA,NA
"94daa788d6adb8a96c76b4968dd2bac8",NA,"Duty cycle at the start of data collection for the second electrofisher","30","percent","BIGC.20191023.07.2.e-fisher"
"94e8e135e5e042ebf9fe7727b81b2858","615e5307-2cd5-494b-9586-c0d510e771f5","Number of the specimen","31",NA,NA
"9500cc2c32908913326a10d434f814fe","219f16dc-57ce-4245-a64f-fdebb684875d","Number of the specimen","10",NA,NA
"9506bc11c1efb260835c0f7499009a01","a969d991-b6b6-494a-af2c-7f1f50850e8c","Length of the specimen","28","millimeter",NA
"9520c1e37982c9de5e69c7b1ff251605","573c5e95-f3ca-4e7c-87b0-31c9fe84f7bd","Live weight as measured in the field","6","gram",NA
"95252809ecbf037f568f59be49322be8",NA,"Duty cycle at the start of data collection for the second electrofisher","30","percent","BIGC.20191024.09.1.e-fisher"
"956d17a0f7021938b74867a6a3171716","0053f79d-f1bf-4732-a236-1d7d795a30ac","Live weight as measured in the field","8","gram",NA
"95ab35024f65f7fe3c59efff1d3d81b2","c4f811c7-69a8-41dc-ad03-ab8e59c0facc","Live weight as measured in the field","83","gram",NA
"95edb19e308fc75c2ec9f9687972ea31","a7a88f6b-0925-4f9d-839e-b8f5564ed132","Length of the specimen","105","millimeter",NA
"95f37a323194a42e755f26bab9189407","a734a5d7-1d05-46ef-bd17-0c140d81b780","Number of the specimen","25",NA,NA
"9609264599d4ee0f811b6db6b23a0b8e","52c19870-8ee0-4992-a5a0-11496e926ed9","Number of the specimen","2",NA,NA
"961b1e65c6c22cd6d909bfe5f1f3fa65","37c842f1-15d7-4405-8e9c-3463aeabc491","Live weight as measured in the field","32","gram",NA
"96422f8d5234dd9f5320e904d8476c7c","0c0d1d7e-9dd5-4758-9ca1-a2bc35fee5f7","Live weight as measured in the field","91","gram",NA
"96747ac6e1b5041383f2d351a65967d2","93f1f93a-9e74-4d36-9c65-90f71dcf3c84","Length of the specimen","31","millimeter",NA
"96895f2fb0b713dc80065df40048eab6","b6d35281-f140-4506-9633-914c58d0470d","Live weight as measured in the field","31","gram",NA
"968aa0e4edec3305c27a310ab2ba55a3","522022f7-8b66-4370-af2a-646c7c024904","Length of the specimen","74","millimeter",NA
"96933591a8c33ad5aa60092f46a40c30","de878544-cc85-4a9d-99e7-803f87d55af2","Live weight as measured in the field","7","gram",NA
"96e489125c7ab930f395ae7e6d4120fa",NA,"Dissolved Oxygen Concentration","8.8","milligramsPerLiter","BIGC.20191021.01.1.e-fisher"
"96f470ac598186009a2234f335f1251b","9fb04e5a-7a95-4197-a7a4-ce828bf36d90","Number of the specimen","4",NA,NA
"96fad6c217bf15a23da6692af435e904","ce67eec7-3084-4bae-873b-1e73fa1fddfb","Number of the specimen","10",NA,NA
"971a90d6c9f7c606308ff603bbd60d8c","89e80a65-532b-4591-8aef-223ce85b6336","Number of the specimen","35",NA,NA
"97349147b9a4189e0278a4dc1cb274bc",NA,"Duty cycle at the start of data collection for the second electrofisher","25","percent","BIGC.20190425.09.1.e-fisher"
"9740b52b355511fe1a8138270e47361b","bbd3739a-9a94-4249-8963-e62bd38c5c74","Live weight as measured in the field","12","gram",NA
"97a593a0ffa96b5fcd3950f8f27dcee5","5f99647a-7a86-4b56-8b13-5b17b095906e","Length of the specimen","75","millimeter",NA
"97a8a8c1d94286753dae44ddf16a2513",NA,"Duty cycle at the end of data collection for the second electrofisher","30","percent","BIGC.20191024.08.1.e-fisher"
"97a95fad2acb48e901a7dde6fa70977d","37704ba1-10dc-4864-a277-1602a2db8062","Length of the specimen","73","millimeter",NA
"97b5797721868a9eaeea5a9accf89dfc","e6334baf-67d9-4ddc-813b-1d90bdc056d0","Number of the specimen","31",NA,NA
"97ce75ee818ed3f385785639a435b111","9e1df244-ba30-4d17-8f99-50975b83d3d5","Live weight as measured in the field","85","gram",NA
"97fe2e64d796bbea8ef8e7e72b9139b5","6acb64cf-3d41-44f3-b17c-8fb5b6e84104","Number of the specimen","21",NA,NA
"98179b7040bde360db14958d2042606f","3e13d9d2-0fae-45cc-8841-350a7862a247","Length of the specimen","171","millimeter",NA
"987d640a7d8d6d2c91ef88ada58c0927",NA,"Temperature of water","9.3","degrees Celsius","BIGC.20191022.04.2.e-fisher"
"98822dc621cf4b3218b81a7d0f186df6","f361c2df-6542-4d92-ac53-485d59ad888c","Length of the specimen","86","millimeter",NA
"98a827a025ec23b7b8317ba5e8b2099a","98c3cf5e-f9b7-4794-ac20-873ec106607e","Length of the specimen","86","millimeter",NA
"98b107f2e0b5a15f7d77cfce369363f5","3d5580be-f95e-46da-8287-c133e977a4e3","Length of the specimen","217","millimeter",NA
"98b8e4881d6931ccd030f773feebf5a1","318add36-e205-417f-887f-c6b9743f8337","Live weight as measured in the field","6","gram",NA
"98cdc34c8b5e00eb1736b06df5dceb9a","3b7eeec5-afa2-4874-a393-de16d50f3065","Number of the specimen","7",NA,NA
"98e550935aab5879af6dc4f9e2cb2fbb","ae22f3c8-eb0e-4212-8515-726d59a0eb9d","Length of the specimen","214","millimeter",NA
"98f391f4659b64db31fd83eb7d73941f","de7e6881-973f-4a4f-90f5-7c59f377f097","Live weight as measured in the field","21","gram",NA
"991cc2414143b2a5f8b1617718a54c7e","f9d52133-96a2-462b-b644-07649a17fd39","Live weight as measured in the field","5","gram",NA
"99273450624e91aaba648ac8334ad933","f940e981-e1bf-4904-bd1a-ee0a53ff468c","Live weight as measured in the field","5","gram",NA
"99399f6d48f07252dd1d052662b8e078",NA,"Number of the sampling pass within a reach","1",NA,"BIGC.20190423.04.1.e-fisher"
"996977ff3ff48557b2cc3d14919197da",NA,"Conductivity auto-corrected to 25 degrees C","77.2","microsiemensPerCentimeter","BIGC.20190423.04.2.e-fisher"
"997c495f84284b62c7c5741799e01a1f",NA,"Conductivity auto-corrected to 25 degrees C","157","microsiemensPerCentimeter","BIGC.20191021.01.3.e-fisher"
"9990f5e44583b8f9cead83aee7012872","485ecec8-bec3-4fa4-90d7-837ec460de3c","Length of the specimen","87","millimeter",NA
"99a055f7c136e25e68e4fd304e4d7d41","7c3bddf7-6bb8-4105-abe8-7f308c468440","Number of the specimen","51",NA,NA
"99a0bf426ce7749a73507c44a7600086","3074c935-ba05-44c8-9248-d14b949f1182","Length of the specimen","90","millimeter",NA
"99a9cfb90d97a0542bf3294fee95afeb","edbc5f04-8edc-4950-9423-d60c73d373ef","Length of the specimen","149","millimeter",NA
"99db086c5ad273f3a038fad91a49eb80","99b7549f-f211-4689-a46d-87b4e7c12c2b","Number of the specimen","35",NA,NA
"9a29273c6cabc46cc3b5b1246119c1f9","a2b6290c-c1ac-4605-ad5e-a99101552833","Length of the specimen","173","millimeter",NA
"9a3a52df976148860d5320a58858407f","f0d771a6-97d4-43ec-ad87-fe36fa6ec086","Live weight as measured in the field","8","gram",NA
"9a40efdd71afe4e4378dc6c8a071306a","0d16b24a-8d29-4bc7-a871-6c0228590552","Length of the specimen","152","millimeter",NA
"9a4cd50677eed3e5064945ece58fbe47",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20191022.04.2.e-fisher"
"9a7bf3d96dbe44b76358855e442c4ef0",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20190425.09.1.e-fisher"
"9a7edb37ca96163cdb96d3ad2015ef27","99b9b04a-d824-4568-816f-df8665f98f39","Number of the specimen","14",NA,NA
"9a83bba3be0722cf066f06436a43e430","d33d4fa8-9be6-4a6c-9bbf-10db6b2f6d23","Live weight as measured in the field","22","gram",NA
"9a8ce6982828215a3d93a619053d4d87","0b77a648-6cf7-4fa8-9ece-ee28a2b17ca6","Live weight as measured in the field","0.3","gram",NA
"9ab02eb328f16e5102f438e6972a64d1",NA,"Dissolved Oxygen Concentration","8.8","milligramsPerLiter","BIGC.20191021.01.2.e-fisher"
"9ab3507f43a50fdb4f03a5221370acd7","1894b001-2755-4814-9c53-8544c0a16fba","Number of the specimen","36",NA,NA
"9ab95d72519e856c682d271638189014","edc98c14-0bd9-451a-a624-fb36f4762739","Live weight as measured in the field","4","gram",NA
"9abc33672c71bbd3bf2c8b7ea46944d7","0ed1cf14-9eb9-4f12-b568-f94b46b72e9b","Number of the specimen","8",NA,NA
"9ada550230a6e743bd98749accb6e46b","954cc5dc-8df7-4023-82c9-608392dff354","Live weight as measured in the field","22","gram",NA
"9af1758f04ebfcef757c52fa98da6f0d","c7729078-1171-4d67-98c3-2f8ed49cdc3c","Live weight as measured in the field","74","gram",NA
"9b08c6880dcc0005151c8ce9b074ca70","5e8a5f54-fc51-42c3-a0dd-2a10d8c3e801","Number of the specimen","54",NA,NA
"9b0e23c7f4de01e114493ac25c6596d9","3fc4dd89-8f84-44b0-b548-d2748c37dea8","Live weight as measured in the field","87","gram",NA
"9b12de86ab5ab6b1e65a82c794056939","d1cbe1cc-a3e5-4f15-bdcf-9b767453149e","Live weight as measured in the field","15","gram",NA
"9b16a6d1dbe4ca3ccf9a9857e801ccf8","00d2603e-6bc7-4853-9900-6ef30da228bb","Live weight as measured in the field","12","gram",NA
"9b1c6d48dc48f3c9383579dc893008c4","5d8d3312-8131-4baa-ac07-3fd9e5ce31c3","Number of the specimen","34",NA,NA
"9b5369f934bbbd797e0b2cbb425c5c20","9ef88d95-dfde-46a6-9f82-4c881f229a03","Number of the specimen","20",NA,NA
"9b5b7973cf92babf16e7a2fb36baa1c8","ff36ecb7-359e-4400-afdc-3c4b1937cdd7","Length of the specimen","112","millimeter",NA
"9bc5c62ffcdf983bf3cf822886e37f32","d2a0df38-ade5-413c-98ed-678484b2e92b","Number of the specimen","24",NA,NA
"9bc72124fced6caf579f96d9e5bd46a6","8db76369-f9a6-4e87-942b-3f9fe6c37938","Live weight as measured in the field","18","gram",NA
"9bcc1ad3ce148632e70cd6fd9b5ee919","6c955071-d699-4c08-bc7d-b991dfcff6e4","Live weight as measured in the field","95","gram",NA
"9bef119598d419235fc543ec25a9e68a","55b62e8b-f86e-4297-a553-3fee2e07d555","Length of the specimen","121","millimeter",NA
"9c5d54b207e57397a4428231cc46959e","e82dcc26-2781-4ce6-b3d7-64e1db9dd225","Length of the specimen","165","millimeter",NA
"9c6bcfbfe1f97a02659921a8cd8068cd","42536cad-c0a0-46f6-9e54-9429c823e722","Live weight as measured in the field","0.3","gram",NA
"9c741455fc6d6d106ec0956cb0141b4f","52c9bc94-775d-4e13-b6c8-81addecf6fad","Length of the specimen","88","millimeter",NA
"9c8be9a3f7ea609069a231ade0188e65","3373bb6a-e27b-488f-af3a-61f4e583df2a","Length of the specimen","168","millimeter",NA
"9c91c4b43955eb85bfdef942e600b051",NA,"Conductivity auto-corrected to 25 degrees C","243.4","microsiemensPerCentimeter","BIGC.20191024.09.1.e-fisher"
"9c9321bcf1a893abd51d08317cf5563f","78cce41a-29d2-4eda-a949-bebb852dc1e3","Length of the specimen","79","millimeter",NA
"9cc807da44f06238d5e6065cfadc33be","e25f36cd-64e9-4163-8038-1785375a2713","Length of the specimen","180","millimeter",NA
"9cef6efe3f19830d7bf4a021ee15eff6","47a3a918-4a47-4fc3-81d9-941294f08a1b","Length of the specimen","93","millimeter",NA
"9cf0e41191338c728d0551488231d7f8","e5a82536-4c46-4867-93d8-a64e6f414d50","Length of the specimen","129","millimeter",NA
"9cf7a8489f81f0d4af0b87cba6b54628","f38e5199-074b-4113-88c4-fa7644e92c90","Number of the specimen","23",NA,NA
"9d1482ef8f16caacdd4336dd42e2d512","7490928f-1b4a-4957-86ce-40f2f35b073f","Length of the specimen","97","millimeter",NA
"9d73ccce56e3e930c19fa68e03a3a2b2","0079055e-1f65-420c-b789-edac97a42c3f","Number of the specimen","3",NA,NA
"9d96cff64492c0ec0d43dd44e0c0a41b","bd39f601-a9dc-4d45-81d0-07decf295938","Live weight as measured in the field","0.3","gram",NA
"9d9f1a7670d092b846dccfacf2e64fb0","edc98c14-0bd9-451a-a624-fb36f4762739","Number of the specimen","25",NA,NA
"9da266b40c8345e742867909c912ebbb","32bb32e5-9112-44d4-aefc-9fdec5e4e3dc","Length of the specimen","135","millimeter",NA
"9da8dfb16ead5717553dcbb7096822b3","21fa2078-2247-4a75-b454-9d2596aab2a6","Number of the specimen","25",NA,NA
"9dccc37ff4ee2d192829ae0975c60ee7","42536cad-c0a0-46f6-9e54-9429c823e722","Number of the specimen","36",NA,NA
"9dd35d01f1d76a2291b97232e9360bd8","a1125fcf-524a-4255-baf5-6a816fc8a8ea","Length of the specimen","193","millimeter",NA
"9dd4279ab5e93a5c063e4570255ddb72","abcf3ae8-b003-4756-ba02-b79eee69fc35","Number of the specimen","22",NA,NA
"9dd902a32ffd711d5b327d7ff535fac5",NA,"Conductivity auto-corrected to 25 degrees C","230.6","microsiemensPerCentimeter","BIGC.20191022.04.2.e-fisher"
"9e227cdf8287da3888dcd68086644bbe","150ea9eb-cd97-4ce2-afd1-83dfaede8205","Live weight as measured in the field","5","gram",NA
"9e22e280a274f694954e4bfda2c62926","b0ea0447-21e7-497a-8242-963d326f6523","Live weight as measured in the field","22","gram",NA
"9e29d655aaec50e768f2d974ec283cb8","21b7c289-0a72-4354-af7b-07b9554e7936","Length of the specimen","164","millimeter",NA
"9e4438acaa486a4537e9a95f894ea9e7","d49aa2e3-ad56-444c-b5eb-792ec5580561","Live weight as measured in the field","60","gram",NA
"9e50583511d3a748fefb8a286e0f22b7","e6063658-1c88-4738-87a1-3823a92901f0","Live weight as measured in the field","10","gram",NA
"9e52bf9b99b50e9bcf59c3a61898c33f",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20191023.07.2.e-fisher"
"9e5365c35d32cf7503880ab67c194f4a","a734a5d7-1d05-46ef-bd17-0c140d81b780","Length of the specimen","120","millimeter",NA
"9e8afb90c4920244bec2168470b990c5","cd6411b7-ec88-42cf-93ad-9449c0e8b99c","Live weight as measured in the field","5","gram",NA
"9ebc16bfd423ef433db75ac08dd450fb","217b6936-a9ab-4237-b81f-6d0771cd3934","Number of the specimen","44",NA,NA
"9edf817c19ce2f6c3d5a8ae015fc5ff4","d2a086e4-acd4-474c-b670-53a75331ac1d","Length of the specimen","120","millimeter",NA
"9f3071efe493758a837dc78e07599ec6","8066f413-6eb9-4b69-a356-d92662fc4133","Length of the specimen","125","millimeter",NA
"9f835c6e1cd37771a1904ec038e0d515","04da25b3-6089-49c3-8704-a7662569024c","Live weight as measured in the field","6","gram",NA
"9f842566eb2b29467e5f8f573b0bbbaa","7551dfbb-9e77-4576-a5ef-9030fdf1ee66","Indication of mortality from the electrofishing equipment","Y",NA,NA
"a0056e7a1a04121fd5d5c237ea5f8119","4d42508d-dbce-4b7f-b5d1-b3c1c372eeb5","Number of the specimen","28",NA,NA
"a008b8007a1255a0f724d15a9a31c0c7","d3f7159e-fb64-4b8b-bab7-d8ee5346d021","Length of the specimen","102","millimeter",NA
"a01f99b05cf303bbb7df8f6ec6ae7880","50b4edc3-a365-4ac4-8ca4-1b166aaf896a","Number of the specimen","8",NA,NA
"a03059afdc35b953722c20ec2e34ad7b","f7790ef1-06b0-49e5-abcc-4b9654db490d","Number of the specimen","6",NA,NA
"a06f85a1b2b91178d7bd0fc1fd6ddeb9","0b438113-51b2-455f-8692-2bc7beaae39b","Number of the specimen","1",NA,NA
"a085b187b536f3dbcbc2f7932925b908","24dd695d-db9d-4024-9c08-c9261c00e9e8","Number of the specimen","23",NA,NA
"a091fa425cb9bbb5159e004885727fca","b45a2445-3f62-4b15-a383-853589c97de0","Live weight as measured in the field","29","gram",NA
"a0980695b50fcfc5acf55c74661b5b00","0a0f1119-efb3-4d3d-897d-138c8a429fd7","Live weight as measured in the field","13","gram",NA
"a0b58b85f6ef774cfddd60b5e39bc1a5",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20191021.01.2.e-fisher"
"a0c348af9e323d277be2c85516efde05","c76b181d-9002-4334-90ff-55a6e8d244cc","Live weight as measured in the field","17","gram",NA
"a0c48b8686ead48244188fc3bbd69bb0","634987c5-6ade-4861-8560-bc837ff7a1bf","Number of the specimen","32",NA,NA
"a0cb5c5d79d08960c6768324675e7b8a","7d52850c-593b-4ba3-b2a8-a23817860654","Live weight as measured in the field","20","gram",NA
"a0d1adb666fa354368b31074cb7cde0a","261dccc0-9451-4389-aa96-205b238fb5e8","Length of the specimen","126","millimeter",NA
"a0f0ba3b5fc974b549286bb61f092068","f4246e1b-f3db-4ac9-b34f-7689f0adfa04","Live weight as measured in the field","0.3","gram",NA
"a0ff2e268745d1e6c5ad785b51f36563","424c9731-ae0b-4ce0-973d-d539faffcc25","Length of the specimen","195","millimeter",NA
"a105f9a3b043c2eac9fc167b80c8dcc6","799945c6-d6bf-4012-a9b8-b76e0331a4fc","Live weight as measured in the field","37","gram",NA
"a13de90ead47245f2e78f597bc2b010b","2863162a-b184-4d14-9e55-8a21d3599296","Length of the specimen","187","millimeter",NA
"a1519f95390e15cceab4d0773259f797","9f9fbebf-95e7-4e18-bb1e-6c531b39e79f","Live weight as measured in the field","19","gram",NA
"a16dd0aecf23f4c531cee7442ecf6b87","0c0d1d7e-9dd5-4758-9ca1-a2bc35fee5f7","Number of the specimen","13",NA,NA
"a18084d2f1234cf38e8855348fbf458d","3a95a150-f82c-4c8f-b0a1-02916d40a1ce","Length of the specimen","172","millimeter",NA
"a1be82d1a6cfbfbb635f50a1f09cbbee","3812de84-7598-4fe7-9f98-fdb4d22e48cd","Live weight as measured in the field","87","gram",NA
"a1ddffbe3409040a211532b9e16485cc","b37d9c32-9544-402b-ae52-b8bdd5aad023","Live weight as measured in the field","8","gram",NA
"a1ecfdca0270515929cde26a573e6a22",NA,"Voltage at the end of data collection for the second electrofisher","30","hertz","BIGC.20190422.01.2.e-fisher"
"a1ecfdca0270515929cde26a573e6a22",NA,"Voltage at the end of data collection for the second electrofisher","300","volt","BIGC.20190422.01.2.e-fisher"
"a23f47237b35580e3f780e30611b0ec2","d6aa4186-e659-4c80-91ba-4fb76878388a","Live weight as measured in the field","12","gram",NA
"a24f87d68128aad40e80e767b46c8627",NA,"Dissolved Oxygen Concentration","8","milligramsPerLiter","BIGC.20191022.04.2.e-fisher"
"a250273d02597f1d745d209f5b0aaa52","50b4edc3-a365-4ac4-8ca4-1b166aaf896a","Live weight as measured in the field","0.3","gram",NA
"a2994b816007ae68ef9d0fcebe3052da","2a725d86-a7d7-40a6-a927-905e0c604437","Number of the specimen","42",NA,NA
"a29a63f4cb7c71801e93703a775d3476","12799340-4617-46d7-a9a3-4683e32973b1","Number of the specimen","6",NA,NA
"a29e239d76cbc3d7135fc05b55673ed2","b0f5347b-789a-4a0c-90c1-512df5dce128","Number of the specimen","4",NA,NA
"a2a97f1af4f29a041c61d09e90181b57",NA,"Voltage at the start of data collection for the second electrofisher","300","volt","BIGC.20190423.04.1.e-fisher"
"a2aea85d2c290bd4b72b6bd01d4438e7","507297ba-f58b-41a3-80cc-b5b264e35c4e","Length of the specimen","69","millimeter",NA
"a2ffc9ac5e1493f3c980227371dc2385","4cba7601-19e7-4cd9-ba3d-0796c4737343","Live weight as measured in the field","12","gram",NA
"a310eb7fe35f2186eb02b5b62df75680","dec42e30-8df4-4de0-9d81-7584f2961436","Length of the specimen","91","millimeter",NA
"a32506d9957e395b8426b4c0e7499fba","3a1d70d3-dd6d-47ad-ab78-b7d449335630","Live weight as measured in the field","85","gram",NA
"a328ec1a521065e28e5f841a9e8b5e57","5075ccc0-7070-428b-a73b-3e1b405999a3","Number of the specimen","11",NA,NA
